Season,Week,Celebrity,Rule_Mode,Judge_Total_Score_Raw,Actual_Result,Judge_Percent,Judge_Rank_Points,Est_Fan%_Mean_Bayesian,Est_Fan%_Std_Bayesian,Acceptance_Rate%_Bayesian,Est_Fan%_Mean_Uniform,Est_Fan%_Std_Uniform,Acceptance_Rate%_Uniform
28,2,Mary Wilson,Rank (Bottom 2 Elimination),15.0,Eliminated,,2.5,4.44,1.76,56.79,2.63,2.05,40.92
28,2,Ray Lewis,Rank (Bottom 2 Elimination),15.0,Safe,,2.5,8.88,3.86,56.79,9.62,7.86,40.92
28,2,Sailor Brinkley-Cook,Rank (Bottom 2 Elimination),18.0,Safe,,5.0,6.25,3.34,56.79,9.04,7.72,40.92
28,2,Sean Spicer,Rank (Bottom 2 Elimination),16.0,Safe,,4.0,10.51,4.17,56.79,9.37,7.8,40.92
28,3,Ally Brooke,Rank (Bottom 2 Elimination),24.0,Safe,,9.5,9.37,4.09,100.0,9.99,9.03,100.0
28,3,Hannah Brown,Rank (Bottom 2 Elimination),21.0,Safe,,6.0,13.71,4.83,100.0,9.99,9.03,100.0
28,3,James Van Der Beek,Rank (Bottom 2 Elimination),23.0,Safe,,7.5,11.57,4.48,100.0,10.01,9.04,100.0
28,3,Karamo Brown,Rank (Bottom 2 Elimination),16.0,Safe,,3.0,8.07,3.8,100.0,10.01,9.06,100.0
28,3,Kate Flannery,Rank (Bottom 2 Elimination),24.0,Safe,,9.5,8.48,3.9,100.0,10.01,9.05,100.0
28,3,Kel Mitchell,Rank (Bottom 2 Elimination),20.0,Safe,,4.5,8.84,3.96,100.0,10.01,9.05,100.0
28,3,Lamar Odom,Rank (Bottom 2 Elimination),12.0,Safe,,1.0,10.66,4.32,100.0,9.99,9.03,100.0
28,3,Lauren Alaina,Rank (Bottom 2 Elimination),20.0,Safe,,4.5,10.31,4.25,100.0,10.01,9.04,100.0
28,3,Sailor Brinkley-Cook,Rank (Bottom 2 Elimination),23.0,Safe,,7.5,7.04,3.59,100.0,9.99,9.03,100.0
28,3,Sean Spicer,Rank (Bottom 2 Elimination),15.0,Safe,,2.0,11.96,4.54,100.0,9.99,9.05,100.0
28,4,Ally Brooke,Rank (Bottom 2 Elimination),32.0,Safe,,8.5,9.5,4.19,52.99,10.2,9.19,58.44
28,4,Hannah Brown,Rank (Bottom 2 Elimination),32.0,Safe,,8.5,13.91,4.82,52.99,10.21,9.21,58.44
28,4,James Van Der Beek,Rank (Bottom 2 Elimination),28.0,Safe,,4.5,12.01,4.43,52.99,10.83,9.25,58.44
28,4,Karamo Brown,Rank (Bottom 2 Elimination),28.0,Safe,,4.5,8.61,3.91,52.99,10.86,9.26,58.44
28,4,Kate Flannery,Rank (Bottom 2 Elimination),26.0,Safe,,3.0,9.06,4.11,52.99,11.32,9.45,58.44
28,4,Kel Mitchell,Rank (Bottom 2 Elimination),32.0,Safe,,8.5,8.91,4.07,52.99,10.18,9.17,58.44
28,4,Lamar Odom,Rank (Bottom 2 Elimination),20.0,Eliminated,,1.0,7.69,2.37,52.99,4.59,3.61,58.44
28,4,Lauren Alaina,Rank (Bottom 2 Elimination),32.0,Safe,,8.5,10.45,4.34,52.99,10.19,9.15,58.44
28,4,Sailor Brinkley-Cook,Rank (Bottom 2 Elimination),31.0,Safe,,6.0,7.16,3.65,52.99,10.33,9.17,58.44
28,4,Sean Spicer,Rank (Bottom 2 Elimination),21.0,Safe,,2.0,12.7,4.46,52.99,11.29,9.44,58.44
28,5,Ally Brooke,Rank (Bottom 2 Elimination),27.0,Safe,,9.0,10.48,4.29,100.0,11.11,9.95,100.0
28,5,Hannah Brown,Rank (Bottom 2 Elimination),25.0,Safe,,6.0,15.43,5.06,100.0,11.11,9.93,100.0
28,5,James Van Der Beek,Rank (Bottom 2 Elimination),26.0,Safe,,7.5,12.97,4.69,100.0,11.09,9.92,100.0
28,5,Karamo Brown,Rank (Bottom 2 Elimination),21.0,Safe,,2.0,9.0,4.02,100.0,11.11,9.95,100.0
28,5,Kate Flannery,Rank (Bottom 2 Elimination),24.0,Safe,,4.5,9.46,4.1,100.0,11.1,9.92,100.0
28,5,Kel Mitchell,Rank (Bottom 2 Elimination),26.0,Safe,,7.5,9.88,4.18,100.0,11.14,9.97,100.0
28,5,Lauren Alaina,Rank (Bottom 2 Elimination),23.0,Safe,,3.0,11.54,4.49,100.0,11.12,9.94,100.0
28,5,Sailor Brinkley-Cook,Rank (Bottom 2 Elimination),24.0,Safe,,4.5,7.84,3.77,100.0,11.12,9.94,100.0
28,5,Sean Spicer,Rank (Bottom 2 Elimination),19.0,Safe,,1.0,13.41,4.78,100.0,11.11,9.95,100.0
28,6,Ally Brooke,Rank (Bottom 2 Elimination),25.0,Safe,,3.5,12.4,3.82,1.56,15.5,9.43,0.46
28,6,Hannah Brown,Rank (Bottom 2 Elimination),24.0,Safe,,2.0,16.92,4.54,1.56,17.02,10.65,0.46
28,6,James Van Der Beek,Rank (Bottom 2 Elimination),27.0,Safe,,8.0,9.57,3.29,1.56,5.73,5.02,0.46
28,6,Karamo Brown,Rank (Bottom 2 Elimination),25.0,Safe,,3.5,11.05,3.94,1.56,15.3,8.91,0.46
28,6,Kate Flannery,Rank (Bottom 2 Elimination),27.0,Safe,,8.0,7.72,2.37,1.56,6.06,6.07,0.46
28,6,Kel Mitchell,Rank (Bottom 2 Elimination),26.0,Safe,,5.5,10.49,2.59,1.56,10.36,7.19,0.46
28,6,Lauren Alaina,Rank (Bottom 2 Elimination),26.0,Safe,,5.5,11.14,3.1,1.56,10.39,7.24,0.46
28,6,Sailor Brinkley-Cook,Rank (Bottom 2 Elimination),27.0,Eliminated,,8.0,4.23,1.5,1.56,1.29,1.14,0.46
28,6,Sean Spicer,Rank (Bottom 2 Elimination),21.0,Safe,,1.0,16.47,5.06,1.56,18.34,12.11,0.46
28,7,Ally Brooke,Rank (Bottom 2 Elimination),27.0,Safe,,7.0,11.41,4.38,48.01,12.6,10.87,32.95
28,7,Hannah Brown,Rank (Bottom 2 Elimination),26.0,Safe,,5.0,16.43,5.09,48.01,13.51,10.91,32.95
28,7,James Van Der Beek,Rank (Bottom 2 Elimination),27.0,Safe,,7.0,13.88,4.79,48.01,12.54,10.91,32.95
28,7,Karamo Brown,Rank (Bottom 2 Elimination),24.5,Eliminated,,3.0,7.12,2.32,48.01,3.61,2.89,32.95
28,7,Kate Flannery,Rank (Bottom 2 Elimination),24.0,Safe,,2.0,11.4,4.35,48.01,15.25,11.29,32.95
28,7,Kel Mitchell,Rank (Bottom 2 Elimination),25.5,Safe,,4.0,11.81,4.14,48.01,14.57,10.99,32.95
28,7,Lauren Alaina,Rank (Bottom 2 Elimination),27.0,Safe,,7.0,12.48,4.55,48.01,12.59,10.93,32.95
28,7,Sean Spicer,Rank (Bottom 2 Elimination),21.0,Safe,,1.0,15.48,4.82,48.01,15.34,11.8,32.95
28,8,Ally Brooke,Rank (Bottom 2 Elimination),30.0,Safe,,5.0,13.07,4.65,61.55,15.1,12.4,46.31
28,8,Hannah Brown,Rank (Bottom 2 Elimination),30.9998,Safe,,6.0,18.07,5.35,61.55,14.65,12.42,46.31
28,8,James Van Der Beek,Rank (Bottom 2 Elimination),31.9998,Safe,,7.0,15.51,5.05,61.55,14.56,12.46,46.31
28,8,Kate Flannery,Rank (Bottom 2 Elimination),25.9998,Eliminated,,3.0,9.19,2.73,61.55,5.49,4.26,46.31
28,8,Kel Mitchell,Rank (Bottom 2 Elimination),29.9998,Safe,,4.0,12.78,4.56,61.55,16.15,12.5,46.31
28,8,Lauren Alaina,Rank (Bottom 2 Elimination),24.0,Safe,,2.0,14.71,4.78,61.55,17.09,12.71,46.31
28,8,Sean Spicer,Rank (Bottom 2 Elimination),20.0,Safe,,1.0,16.67,5.1,61.55,16.95,13.21,46.31
28,9,Ally Brooke,Rank (Bottom 2 Elimination),40.0,Safe,,6.0,14.57,5.15,70.3,17.0,14.53,71.45
28,9,Hannah Brown,Rank (Bottom 2 Elimination),35.5,Safe,,3.0,21.03,5.54,70.3,18.58,14.55,71.45
28,9,James Van Der Beek,Rank (Bottom 2 Elimination),36.0,Safe,,4.0,18.16,5.39,70.3,18.0,14.51,71.45
28,9,Kel Mitchell,Rank (Bottom 2 Elimination),37.0,Safe,,5.0,14.3,4.89,70.3,17.5,14.47,71.45
28,9,Lauren Alaina,Rank (Bottom 2 Elimination),35.0,Safe,,2.0,16.35,5.46,70.3,18.67,15.03,71.45
28,9,Sean Spicer,Rank (Bottom 2 Elimination),25.0,Eliminated,,1.0,15.6,4.04,70.3,10.25,8.2,71.45
28,10,Ally Brooke,Rank (Bottom 2 Elimination),29.5,Safe,,5.0,17.63,5.51,85.36,20.16,16.88,83.45
28,10,Hannah Brown,Rank (Bottom 2 Elimination),27.0,Safe,,2.5,25.53,5.97,85.36,21.81,16.94,83.45
28,10,James Van Der Beek,Rank (Bottom 2 Elimination),25.5,Eliminated,,1.0,20.11,5.15,85.36,15.65,13.04,83.45
28,10,Kel Mitchell,Rank (Bottom 2 Elimination),28.5,Safe,,4.0,17.14,5.2,85.36,20.52,16.67,83.45
28,10,Lauren Alaina,Rank (Bottom 2 Elimination),27.0,Safe,,2.5,19.58,5.7,85.36,21.87,16.95,83.45
28,11,Ally Brooke,Rank (Bottom 2 Elimination),30.0,Safe,,4.0,22.52,5.85,100.0,24.99,19.4,100.0
28,11,Hannah Brown,Rank (Bottom 2 Elimination),29.0,Safe,,2.0,31.65,6.52,100.0,25.0,19.38,100.0
28,11,Kel Mitchell,Rank (Bottom 2 Elimination),29.5,Safe,,3.0,21.35,5.74,100.0,24.99,19.38,100.0
28,11,Lauren Alaina,Rank (Bottom 2 Elimination),28.5,Safe,,1.0,24.48,6.02,100.0,25.01,19.39,100.0
29,1,AJ McLean,Rank (Bottom 2 Elimination),18.0,Safe,,8.0,5.1,3.08,100.0,6.68,6.24,100.0
29,1,Anne Heche,Rank (Bottom 2 Elimination),18.0,Safe,,8.0,6.85,3.53,100.0,6.66,6.23,100.0
29,1,Carole Baskin,Rank (Bottom 2 Elimination),11.0,Safe,,1.0,10.07,4.21,100.0,6.66,6.23,100.0
29,1,Charles Oakley,Rank (Bottom 2 Elimination),12.0,Safe,,2.0,5.34,3.15,100.0,6.69,6.26,100.0
29,1,Chrishell Stause,Rank (Bottom 2 Elimination),13.0,Safe,,3.0,7.07,3.58,100.0,6.66,6.23,100.0
29,1,Jeannie Mai,Rank (Bottom 2 Elimination),18.0,Safe,,8.0,7.63,3.72,100.0,6.67,6.25,100.0
29,1,Jesse Metcalfe,Rank (Bottom 2 Elimination),18.0,Safe,,8.0,6.23,3.38,100.0,6.65,6.23,100.0
29,1,Johnny Weir,Rank (Bottom 2 Elimination),18.0,Safe,,8.0,5.62,3.23,100.0,6.66,6.23,100.0
29,1,Justina Machado,Rank (Bottom 2 Elimination),21.0,Safe,,14.5,5.45,3.18,100.0,6.66,6.24,100.0
29,1,Kaitlyn Bristowe,Rank (Bottom 2 Elimination),20.0,Safe,,12.5,6.0,3.33,100.0,6.67,6.25,100.0
29,1,Monica Aldama,Rank (Bottom 2 Elimination),19.0,Safe,,11.0,5.22,3.11,100.0,6.66,6.23,100.0
29,1,Nelly,Rank (Bottom 2 Elimination),16.0,Safe,,4.0,10.51,4.29,100.0,6.66,6.23,100.0
29,1,Nev Schulman,Rank (Bottom 2 Elimination),20.0,Safe,,12.5,5.44,3.17,100.0,6.68,6.24,100.0
29,1,Skai Jackson,Rank (Bottom 2 Elimination),21.0,Safe,,14.5,8.79,3.96,100.0,6.66,6.26,100.0
29,1,Veron Davis,Rank (Bottom 2 Elimination),17.0,Safe,,5.0,4.67,2.96,100.0,6.65,6.23,100.0
29,2,AJ McLean,Rank (Bottom 2 Elimination),19.0,Safe,,11.0,5.13,3.12,64.97,6.81,6.28,46.55
29,2,Anne Heche,Rank (Bottom 2 Elimination),18.0,Safe,,7.5,6.98,3.54,64.97,6.95,6.31,46.55
29,2,Carole Baskin,Rank (Bottom 2 Elimination),16.0,Safe,,3.5,10.25,4.16,64.97,7.34,6.35,46.55
29,2,Charles Oakley,Rank (Bottom 2 Elimination),15.0,Eliminated,,1.5,3.6,1.61,64.97,2.22,1.67,46.55
29,2,Chrishell Stause,Rank (Bottom 2 Elimination),18.0,Safe,,7.5,7.21,3.6,64.97,7.0,6.31,46.55
29,2,Jeannie Mai,Rank (Bottom 2 Elimination),18.0,Safe,,7.5,7.73,3.72,64.97,6.88,6.28,46.55
29,2,Jesse Metcalfe,Rank (Bottom 2 Elimination),20.0,Safe,,12.0,6.29,3.43,64.97,6.83,6.29,46.55
29,2,Johnny Weir,Rank (Bottom 2 Elimination),18.0,Safe,,7.5,5.77,3.25,64.97,6.94,6.3,46.55
29,2,Justina Machado,Rank (Bottom 2 Elimination),21.0,Safe,,13.5,5.48,3.22,64.97,6.82,6.32,46.55
29,2,Kaitlyn Bristowe,Rank (Bottom 2 Elimination),22.0,Safe,,15.0,6.05,3.36,64.97,6.81,6.3,46.55
29,2,Monica Aldama,Rank (Bottom 2 Elimination),16.0,Safe,,3.5,5.52,3.2,64.97,7.36,6.34,46.55
29,2,Nelly,Rank (Bottom 2 Elimination),18.0,Safe,,7.5,10.59,4.28,64.97,6.87,6.28,46.55
29,2,Nev Schulman,Rank (Bottom 2 Elimination),21.0,Safe,,13.5,5.48,3.22,64.97,6.83,6.3,46.55
29,2,Skai Jackson,Rank (Bottom 2 Elimination),15.0,Safe,,1.5,9.11,3.92,64.97,7.41,6.42,46.55
29,2,Veron Davis,Rank (Bottom 2 Elimination),18.0,Safe,,7.5,4.81,2.99,64.97,6.94,6.3,46.55
29,3,AJ McLean,Rank (Bottom 2 Elimination),21.0,Safe,,7.5,5.76,3.28,21.37,7.33,6.7,46.97
29,3,Anne Heche,Rank (Bottom 2 Elimination),15.0,Safe,,2.0,8.25,3.76,21.37,8.08,6.84,46.97
29,3,Carole Baskin,Rank (Bottom 2 Elimination),12.0,Eliminated,,1.0,5.7,1.63,21.37,2.5,1.93,46.97
29,3,Chrishell Stause,Rank (Bottom 2 Elimination),22.0,Safe,,10.0,7.68,3.75,21.37,7.29,6.75,46.97
29,3,Jeannie Mai,Rank (Bottom 2 Elimination),22.0,Safe,,10.0,8.23,3.87,21.37,7.28,6.71,46.97
29,3,Jesse Metcalfe,Rank (Bottom 2 Elimination),20.0,Safe,,6.0,7.2,3.51,21.37,7.59,6.72,46.97
29,3,Johnny Weir,Rank (Bottom 2 Elimination),24.0,Safe,,13.5,6.04,3.42,21.37,7.24,6.69,46.97
29,3,Justina Machado,Rank (Bottom 2 Elimination),19.0,Safe,,5.0,6.52,3.38,21.37,7.72,6.73,46.97
29,3,Kaitlyn Bristowe,Rank (Bottom 2 Elimination),23.0,Safe,,12.0,6.49,3.52,21.37,7.26,6.72,46.97
29,3,Monica Aldama,Rank (Bottom 2 Elimination),21.0,Safe,,7.5,5.87,3.27,21.37,7.36,6.73,46.97
29,3,Nelly,Rank (Bottom 2 Elimination),18.0,Safe,,3.5,11.46,4.25,21.37,7.91,6.79,46.97
29,3,Nev Schulman,Rank (Bottom 2 Elimination),24.0,Safe,,13.5,5.91,3.41,21.37,7.28,6.72,46.97
29,3,Skai Jackson,Rank (Bottom 2 Elimination),18.0,Safe,,3.5,9.85,3.94,21.37,7.89,6.77,46.97
29,3,Veron Davis,Rank (Bottom 2 Elimination),22.0,Safe,,10.0,5.04,3.14,21.37,7.26,6.68,46.97
29,4,AJ McLean,Rank (Bottom 2 Elimination),24.0,Safe,,9.0,6.04,3.36,40.83,7.82,7.14,41.15
29,4,Anne Heche,Rank (Bottom 2 Elimination),21.0,Eliminated,,2.5,4.9,1.64,40.83,2.39,1.84,41.15
29,4,Chrishell Stause,Rank (Bottom 2 Elimination),22.0,Safe,,5.5,8.73,3.83,40.83,8.15,7.17,41.15
29,4,Jeannie Mai,Rank (Bottom 2 Elimination),21.0,Safe,,2.5,9.71,3.94,40.83,8.81,7.28,41.15
29,4,Jesse Metcalfe,Rank (Bottom 2 Elimination),21.0,Safe,,2.5,7.98,3.72,40.83,8.79,7.25,41.15
29,4,Johnny Weir,Rank (Bottom 2 Elimination),24.0,Safe,,9.0,6.7,3.52,40.83,7.9,7.2,41.15
29,4,Justina Machado,Rank (Bottom 2 Elimination),24.0,Safe,,9.0,6.49,3.47,40.83,7.82,7.19,41.15
29,4,Kaitlyn Bristowe,Rank (Bottom 2 Elimination),25.0,Safe,,12.0,7.18,3.64,40.83,7.81,7.16,41.15
29,4,Monica Aldama,Rank (Bottom 2 Elimination),24.0,Safe,,9.0,6.2,3.41,40.83,7.87,7.21,41.15
29,4,Nelly,Rank (Bottom 2 Elimination),21.0,Safe,,2.5,13.0,4.55,40.83,8.76,7.24,41.15
29,4,Nev Schulman,Rank (Bottom 2 Elimination),24.0,Safe,,9.0,6.51,3.49,40.83,7.85,7.18,41.15
29,4,Skai Jackson,Rank (Bottom 2 Elimination),28.0,Safe,,13.0,10.7,4.27,40.83,7.81,7.16,41.15
29,4,Veron Davis,Rank (Bottom 2 Elimination),22.0,Safe,,5.5,5.85,3.25,40.83,8.22,7.22,41.15
29,5,AJ McLean,Rank (Bottom 2 Elimination),24.0,Safe,,6.0,6.74,3.47,51.97,8.81,7.79,49.48
29,5,Chrishell Stause,Rank (Bottom 2 Elimination),19.0,Safe,,1.5,9.97,3.99,51.97,9.43,7.94,49.48
29,5,Jeannie Mai,Rank (Bottom 2 Elimination),24.0,Safe,,6.0,10.15,4.15,51.97,8.81,7.74,49.48
29,5,Jesse Metcalfe,Rank (Bottom 2 Elimination),19.0,Eliminated,,1.5,5.39,1.95,51.97,3.06,2.32,49.48
29,5,Johnny Weir,Rank (Bottom 2 Elimination),29.0,Safe,,12.0,7.21,3.65,51.97,8.55,7.76,49.48
29,5,Justina Machado,Rank (Bottom 2 Elimination),24.0,Safe,,6.0,7.2,3.57,51.97,8.84,7.75,49.48
29,5,Kaitlyn Bristowe,Rank (Bottom 2 Elimination),27.0,Safe,,11.0,7.76,3.79,51.97,8.52,7.76,49.48
29,5,Monica Aldama,Rank (Bottom 2 Elimination),26.0,Safe,,9.5,6.63,3.53,51.97,8.51,7.74,49.48
29,5,Nelly,Rank (Bottom 2 Elimination),24.0,Safe,,6.0,14.01,4.79,51.97,8.82,7.79,49.48
29,5,Nev Schulman,Rank (Bottom 2 Elimination),26.0,Safe,,9.5,6.95,3.6,51.97,8.5,7.74,49.48
29,5,Skai Jackson,Rank (Bottom 2 Elimination),24.0,Safe,,6.0,11.7,4.4,51.97,8.82,7.78,49.48
29,5,Veron Davis,Rank (Bottom 2 Elimination),21.0,Safe,,3.0,6.31,3.47,51.97,9.34,7.87,49.48
29,6,AJ McLean,Rank (Bottom 2 Elimination),27.0,Safe,,9.5,7.03,3.6,78.99,9.24,8.34,46.67
29,6,Chrishell Stause,Rank (Bottom 2 Elimination),24.0,Safe,,4.5,10.19,4.15,78.99,10.05,8.45,46.67
29,6,Jeannie Mai,Rank (Bottom 2 Elimination),25.0,Safe,,6.0,10.85,4.32,78.99,9.44,8.34,46.67
29,6,Johnny Weir,Rank (Bottom 2 Elimination),22.0,Safe,,3.0,8.05,3.8,78.99,10.34,8.51,46.67
29,6,Justina Machado,Rank (Bottom 2 Elimination),27.0,Safe,,9.5,7.55,3.73,78.99,9.26,8.38,46.67
29,6,Kaitlyn Bristowe,Rank (Bottom 2 Elimination),27.0,Safe,,9.5,8.37,3.89,78.99,9.27,8.39,46.67
29,6,Monica Aldama,Rank (Bottom 2 Elimination),27.0,Safe,,9.5,7.2,3.64,78.99,9.25,8.35,46.67
29,6,Nelly,Rank (Bottom 2 Elimination),24.0,Safe,,4.5,15.15,4.97,78.99,10.04,8.46,46.67
29,6,Nev Schulman,Rank (Bottom 2 Elimination),26.0,Safe,,7.0,7.59,3.69,78.99,9.31,8.41,46.67
29,6,Skai Jackson,Rank (Bottom 2 Elimination),18.0,Safe,,1.0,12.9,4.58,78.99,10.51,8.74,46.67
29,6,Veron Davis,Rank (Bottom 2 Elimination),21.0,Eliminated,,2.0,5.12,2.26,78.99,3.29,2.57,46.67
29,7,AJ McLean,Rank (Bottom 2 Elimination),26.0,Safe,,5.0,7.91,3.76,69.87,10.79,9.22,54.89
29,7,Chrishell Stause,Rank (Bottom 2 Elimination),26.0,Safe,,5.0,10.83,4.3,69.87,10.77,9.22,54.89
29,7,Jeannie Mai,Rank (Bottom 2 Elimination),25.0,Safe,,3.0,11.71,4.41,69.87,11.08,9.27,54.89
29,7,Johnny Weir,Rank (Bottom 2 Elimination),27.0,Safe,,8.0,8.46,3.94,69.87,10.25,9.18,54.89
29,7,Justina Machado,Rank (Bottom 2 Elimination),26.0,Safe,,5.0,8.43,3.87,69.87,10.76,9.2,54.89
29,7,Kaitlyn Bristowe,Rank (Bottom 2 Elimination),24.0,Safe,,2.0,9.41,4.12,69.87,11.43,9.52,54.89
29,7,Monica Aldama,Rank (Bottom 2 Elimination),22.0,Eliminated,,1.0,6.01,2.26,69.87,4.22,3.23,54.89
29,7,Nelly,Rank (Bottom 2 Elimination),27.0,Safe,,8.0,15.79,5.07,69.87,10.23,9.19,54.89
29,7,Nev Schulman,Rank (Bottom 2 Elimination),30.0,Safe,,10.0,8.21,3.89,69.87,10.21,9.18,54.89
29,7,Skai Jackson,Rank (Bottom 2 Elimination),27.0,Safe,,8.0,13.25,4.73,69.87,10.27,9.2,54.89
29,8,AJ McLean,Rank (Bottom 2 Elimination),27.0,Safe,,3.5,10.54,4.3,32.8,14.6,10.98,32.68
29,8,Chrishell Stause,Rank (Bottom 2 Elimination),27.0,Eliminated,,3.5,8.64,2.26,32.8,3.58,2.88,32.68
29,8,Johnny Weir,Rank (Bottom 2 Elimination),30.0,Safe,,7.5,10.59,4.28,32.8,12.51,10.91,32.68
29,8,Justina Machado,Rank (Bottom 2 Elimination),28.9998,Safe,,6.0,10.69,4.13,32.8,12.76,10.88,32.68
29,8,Kaitlyn Bristowe,Rank (Bottom 2 Elimination),28.0,Safe,,5.0,12.01,4.22,32.8,13.51,10.93,32.68
29,8,Nelly,Rank (Bottom 2 Elimination),24.0,Safe,,1.0,20.21,5.3,32.8,15.22,11.76,32.68
29,8,Nev Schulman,Rank (Bottom 2 Elimination),30.0,Safe,,7.5,10.3,4.24,32.8,12.58,10.95,32.68
29,8,Skai Jackson,Rank (Bottom 2 Elimination),26.9998,Safe,,2.0,17.01,4.83,32.8,15.23,11.26,32.68
29,9,AJ McLean,Rank (Bottom 2 Elimination),24.9998,Eliminated,,2.0,9.55,3.25,81.34,6.26,4.81,54.21
29,9,Johnny Weir,Rank (Bottom 2 Elimination),30.0,Safe,,6.5,12.04,4.61,81.34,14.57,12.53,54.21
29,9,Justina Machado,Rank (Bottom 2 Elimination),25.9998,Safe,,3.0,11.87,4.66,81.34,16.78,13.01,54.21
29,9,Kaitlyn Bristowe,Rank (Bottom 2 Elimination),30.0,Safe,,6.5,12.9,4.74,81.34,14.61,12.57,54.21
29,9,Nelly,Rank (Bottom 2 Elimination),24.0,Safe,,1.0,22.62,5.69,81.34,16.73,12.93,54.21
29,9,Nev Schulman,Rank (Bottom 2 Elimination),28.9998,Safe,,4.5,12.11,4.48,81.34,15.54,12.57,54.21
29,9,Skai Jackson,Rank (Bottom 2 Elimination),28.9998,Safe,,4.5,18.92,5.38,81.34,15.49,12.55,54.21
29,10,Johnny Weir,Rank (Bottom 2 Elimination),28.5,Safe,,2.5,15.44,5.39,27.78,20.51,14.54,49.4
29,10,Justina Machado,Rank (Bottom 2 Elimination),29.0,Safe,,4.0,15.24,4.9,27.78,18.8,14.1,49.4
29,10,Kaitlyn Bristowe,Rank (Bottom 2 Elimination),30.0,Safe,,5.5,14.93,5.07,27.78,16.94,14.09,49.4
29,10,Nelly,Rank (Bottom 2 Elimination),28.0,Safe,,1.0,25.97,5.52,27.78,19.74,15.3,49.4
29,10,Nev Schulman,Rank (Bottom 2 Elimination),30.0,Safe,,5.5,13.6,4.92,27.78,16.94,14.1,49.4
29,10,Skai Jackson,Rank (Bottom 2 Elimination),28.5,Eliminated,,2.5,14.83,2.95,27.78,7.07,5.49,49.4
29,11,Justina Machado,Rank (Bottom 2 Elimination),30.0,Safe,,3.0,20.19,5.62,100.0,25.05,19.38,100.0
29,11,Kaitlyn Bristowe,Rank (Bottom 2 Elimination),30.0,Safe,,3.0,22.08,5.81,100.0,24.98,19.37,100.0
29,11,Nelly,Rank (Bottom 2 Elimination),28.5,Safe,,1.0,37.56,6.78,100.0,24.92,19.37,100.0
29,11,Nev Schulman,Rank (Bottom 2 Elimination),30.0,Safe,,3.0,20.18,5.63,100.0,25.04,19.4,100.0
30,1,Amanda Kloots,Rank (Bottom 2 Elimination),28.0,Safe,,13.5,7.45,3.67,100.0,6.68,6.24,100.0
30,1,Brian Austin Green,Rank (Bottom 2 Elimination),24.0,Safe,,5.5,6.56,3.47,100.0,6.66,6.25,100.0
30,1,Christine Chiu,Rank (Bottom 2 Elimination),25.0,Safe,,8.5,4.96,3.04,100.0,6.68,6.22,100.0
30,1,Cody Rigsby,Rank (Bottom 2 Elimination),24.0,Safe,,5.5,6.36,3.42,100.0,6.66,6.24,100.0
30,1,Iman Shumpert,Rank (Bottom 2 Elimination),21.0,Safe,,2.0,6.66,3.48,100.0,6.66,6.23,100.0
30,1,Jimmie Allen,Rank (Bottom 2 Elimination),22.0,Safe,,3.0,6.95,3.56,100.0,6.67,6.23,100.0
30,1,JoJo Siwa,Rank (Bottom 2 Elimination),29.0,Safe,,15.0,14.51,4.94,100.0,6.64,6.2,100.0
30,1,Kenya Moore,Rank (Bottom 2 Elimination),26.0,Safe,,10.5,6.05,3.34,100.0,6.66,6.24,100.0
30,1,Martin Kove,Rank (Bottom 2 Elimination),13.0,Safe,,1.0,5.17,3.1,100.0,6.67,6.24,100.0
30,1,Matt James,Rank (Bottom 2 Elimination),24.0,Safe,,5.5,6.11,3.36,100.0,6.68,6.25,100.0
30,1,Melanie C,Rank (Bottom 2 Elimination),27.0,Safe,,12.0,4.98,3.05,100.0,6.66,6.24,100.0
30,1,Melora Hardin,Rank (Bottom 2 Elimination),26.0,Safe,,10.5,6.15,3.37,100.0,6.67,6.23,100.0
30,1,"Mike ""The Miz"" Mizanin",Rank (Bottom 2 Elimination),24.0,Safe,,5.5,4.66,2.95,100.0,6.68,6.23,100.0
30,1,Olivia Jade,Rank (Bottom 2 Elimination),25.0,Safe,,8.5,7.39,3.66,100.0,6.66,6.21,100.0
30,1,Suni Lee,Rank (Bottom 2 Elimination),28.0,Safe,,13.5,6.04,3.35,100.0,6.67,6.22,100.0
30,2,Amanda Kloots,Rank (Bottom 2 Elimination),32.0,Safe,,15.0,7.52,3.67,62.78,6.79,6.3,50.68
30,2,Brian Austin Green,Rank (Bottom 2 Elimination),23.0,Safe,,3.0,6.87,3.48,62.78,7.34,6.36,50.68
30,2,Christine Chiu,Rank (Bottom 2 Elimination),24.0,Safe,,5.0,5.18,3.07,62.78,7.11,6.32,50.68
30,2,Cody Rigsby,Rank (Bottom 2 Elimination),24.0,Safe,,5.0,6.56,3.43,62.78,7.15,6.34,50.68
30,2,Iman Shumpert,Rank (Bottom 2 Elimination),25.0,Safe,,7.0,6.77,3.5,62.78,6.93,6.32,50.68
30,2,Jimmie Allen,Rank (Bottom 2 Elimination),27.0,Safe,,10.0,7.02,3.58,62.78,6.77,6.3,50.68
30,2,JoJo Siwa,Rank (Bottom 2 Elimination),31.0,Safe,,14.0,14.5,4.92,62.78,6.79,6.29,50.68
30,2,Kenya Moore,Rank (Bottom 2 Elimination),24.0,Safe,,5.0,6.26,3.35,62.78,7.18,6.37,50.68
